member_name,member_start_date,member_end_date,political_party,administrative_region
θωμοπουλος πετρου ιωαννης,1996-01-17,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,αργολιδος
θωμοπουλος πετρου ιωαννης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αργολιδος
θωμοπουλος πετρου ιωαννης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αργολιδος
ιακωβιδου χρυσοστομου παναγιωτα (τανια),2014-03-28,2014-12-31,νεα δημοκρατια,β' αθηνων
αλεξιου ευαγγελου θωμας,1989-01-01,1989-06-02,νεα δημοκρατια,ξανθης
ιατριδη ιωαννη τσαμπικα (μικα),2012-04-03,2012-04-11,ανεξαρτητοι ελληνες - πανος καμμενος,δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2012-02-12,2012-04-02,ανεξαρτητοι (εκτος κομματος),δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2009-10-04,2012-02-11,νεα δημοκρατια,δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2014-10-16,2014-12-31,ανεξαρτητοι δημοκρατικοι βουλευτες,δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2014-06-03,2014-10-15,ανεξαρτητοι (εκτος κομματος),δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2012-06-17,2014-06-02,ανεξαρτητοι ελληνες - πανος καμμενος,δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2019-07-07,2023-04-22,νεα δημοκρατια,δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2023-05-21,2023-05-29,νεα δημοκρατια,δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2023-06-25,2023-11-13,νεα δημοκρατια,δωδεκανησου
ιγγλεζη θεοδωρου αικατερινη,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,χαλκιδικης
ιγγλεζη θεοδωρου αικατερινη,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,χαλκιδικης
ιγγλεζη θεοδωρου αικατερινη,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,χαλκιδικης
ιγγλεζη θεοδωρου αικατερινη,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,χαλκιδικης
ιγνατιαδης γεωργιου θεοδωρος,2011-06-21,2012-04-11,κομμουνιστικο κομμα ελλαδας,β' θεσσαλονικης
ιντζες χαραλαμπους βασιλειος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,σερρων
ιωαννιδης λαζαρου ηλιας,2015-08-21,2015-08-28,λαικη ενοτητα,β' αθηνων
ιωαννιδης λαζαρου ηλιας,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,καβαλας
ιωαννιδης δημητριου ιωαννης,2004-03-07,2007-08-18,νεα δημοκρατια,α' θεσσαλονικης
ιωαννιδης δημητριου ιωαννης,2007-09-16,2009-09-07,νεα δημοκρατια,α' θεσσαλονικης
ιωαννιδης δημητριου ιωαννης,2009-10-04,2012-04-11,νεα δημοκρατια,α' θεσσαλονικης
ιωαννιδης δημητριου ιωαννης,2012-05-06,2012-05-19,νεα δημοκρατια,α' θεσσαλονικης
ιωαννιδης δημητριου ιωαννης,2012-06-17,2014-12-31,νεα δημοκρατια,α' θεσσαλονικης
ιωαννιδης ιωαννη φοιβος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,λασιθιου
ιωαννιδης ιωαννη φοιβος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,λασιθιου
ιωαννιδης ιωαννη φοιβος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,λασιθιου
ιωαννιδης ιωαννη φοιβος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,λασιθιου
ιωαννιδης ιωαννη φοιβος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,λασιθιου
ιωαννου ιωαννη βασιλειος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,πρεβεζας
αλεξοπουλος δημητριου χρυσοβαλαντης,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,λαρισας
αλεξοπουλος δημητριου χρυσοβαλαντης,2014-03-14,2014-12-31,ανεξαρτητοι (εκτος κομματος),λαρισας
αλεξοπουλος δημητριου χρυσοβαλαντης,2012-06-17,2014-03-13,λαικος συνδεσμος - χρυση αυγη,λαρισας
καβαδελλας γεωργιου δημητριος,2019-05-30,2019-06-11,ανεξαρτητοι (εκτος κομματος),αττικης(υπολοιπο)
καβαδελλας γεωργιου δημητριος,2015-09-20,2019-05-29,ενωση κεντρωων,αττικης
καβαρατζης σταυρου ιωαννης,1989-01-01,1989-06-02,νεα δημοκρατια,εβρου
καβαρατζης σταυρου ιωαννης,1989-11-05,1990-03-12,νεα δημοκρατια,εβρου
καβαρατζης σταυρου ιωαννης,1993-09-09,1993-09-11,νεα δημοκρατια,εβρου
καβαρατζης σταυρου ιωαννης,1993-10-10,1995-03-22,νεα δημοκρατια,εβρου
καββαδας ιωαννη αθανασιος,2015-09-20,2019-06-11,νεα δημοκρατια,λευκαδας
καββαδας ιωαννη αθανασιος,2019-07-07,2023-04-22,νεα δημοκρατια,λευκαδας
καββαδας ιωαννη αθανασιος,2023-05-21,2023-05-29,νεα δημοκρατια,λευκαδας
καββαδας ιωαννη αθανασιος,2023-06-25,2023-11-13,νεα δημοκρατια,λευκαδας
καββαδια σωκρατη ιωαννετα (αννετα),2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων
καββαδια σωκρατη ιωαννετα (αννετα),2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων
καζακος αναστασιου κωνσταντινος,2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,επικρατειας
καζακος αναστασιου κωνσταντινος,2009-10-04,2012-04-11,κομμουνιστικο κομμα ελλαδας,επικρατειας
καζαμιας στεφανου αλεξανδρος,2023-06-25,2023-11-13,πλευσης ελευθερια - ζωη κωνσταντοπουλου,επικρατειας
καζανη νικολαου αικατερινη,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,ευβοιας
καζανη νικολαου αικατερινη,2023-06-25,2023-11-13,πασοκ - κινημα αλλαγης,ευβοιας
καιλη aλεξανδρου ευδοξια-ευα,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης
καιλη aλεξανδρου ευδοξια-ευα,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης
καιριδης κωνσταντινου δημητριος,2019-07-07,2023-04-22,νεα δημοκρατια,β1' βορειου τομεα αθηνων
καιριδης κωνσταντινου δημητριος,2023-05-21,2023-05-29,νεα δημοκρατια,β1' βορειου τομεα αθηνων
καιριδης κωνσταντινου δημητριος,2023-06-25,2023-11-13,νεα δημοκρατια,β1' βορειου τομεα αθηνων
αλεξοπουλος ιωαννη αποστολος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων
καισας δημητριου γεωργιος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,εβρου
καισας δημητριου γεωργιος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,εβρου
καισερλης γεωργιου κωνσταντινος,2000-04-09,2000-11-08,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου
καισερλης γεωργιου κωνσταντινος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου
κακλαμανης μιχαηλ νικητας,1990-04-08,1993-09-11,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,1993-10-10,1994-05-23,πολιτικη ανοιξη,α' αθηνων
κακλαμανης μιχαηλ νικητας,2000-04-09,2004-02-11,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2004-03-07,2006-12-22,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2012-05-06,2012-05-19,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2014-10-09,2014-12-31,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2014-03-31,2014-10-08,ανεξαρτητοι (εκτος κομματος),α' αθηνων
κακλαμανης μιχαηλ νικητας,2012-06-17,2014-03-30,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2015-01-25,2015-08-28,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2015-09-20,2019-06-11,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2019-07-07,2023-04-22,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2023-05-21,2023-05-29,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2023-06-25,2023-11-13,νεα δημοκρατια,α' αθηνων
κακλαμανης χρηστου αποστολος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
καλαματιανος χρηστου διονυσιος-χαραλαμπος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,ηλειας
καλαματιανος χρηστου διονυσιος-χαραλαμπος,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,ηλειας
καλαματιανος χρηστου διονυσιος-χαραλαμπος,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,ηλειας
καλαντζακος γεωργιου αριστειδης,1989-01-01,1989-06-02,νεα δημοκρατια,μεσσηνιας
καλαντζακος γεωργιου αριστειδης,1989-06-18,1989-10-12,νεα δημοκρατια,μεσσηνιας
καλαντζακος γεωργιου αριστειδης,1989-11-05,1990-03-12,νεα δημοκρατια,μεσσηνιας
καλαντζακος γεωργιου αριστειδης,1990-04-08,1993-09-11,νεα δημοκρατια,μεσσηνιας
καλαντζακος γεωργιου αριστειδης,1993-10-10,1996-08-24,νεα δημοκρατια,μεσσηνιας
καλαντζακου αριστειδη σοφια,2000-04-09,2004-02-11,νεα δημοκρατια,μεσσηνιας
καλαντζακου αριστειδη σοφια,2004-03-07,2007-08-18,νεα δημοκρατια,μεσσηνιας
καλαντζακου αριστειδη σοφια,2007-09-16,2009-09-07,νεα δημοκρατια,μεσσηνιας
καλαντζης κωνσταντινου γεωργιος,1993-10-10,1996-08-24,νεα δημοκρατια,καβαλας
καλαντζης κωνσταντινου γεωργιος,1996-09-22,2000-03-14,νεα δημοκρατια,καβαλας
καλαντζης κωνσταντινου γεωργιος,2000-04-09,2004-02-11,νεα δημοκρατια,καβαλας
καλαντζης κωνσταντινου γεωργιος,2004-03-07,2007-08-18,νεα δημοκρατια,καβαλας
καλαντζης κωνσταντινου γεωργιος,2007-09-16,2009-09-07,νεα δημοκρατια,καβαλας
καλαντζης κωνσταντινου γεωργιος,2012-05-06,2012-05-19,νεα δημοκρατια,καβαλας
καλαντζης κωνσταντινου γεωργιος,2012-06-17,2014-12-31,νεα δημοκρατια,καβαλας
αλεξοπουλου κωνσταντινου αναστασια-αικατερινη,2019-07-07,2023-04-22,ελληνικη λυση - κυριακος βελοπουλος,β1' βορειου τομεα αθηνων
καλαντιδου παναγιωτη σοφια,2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,α' θεσσαλονικης
καλαντιδου παναγιωτη σοφια,2009-10-04,2012-04-11,κομμουνιστικο κομμα ελλαδας,α' θεσσαλονικης
καλαποθαρακος βασιλειου χρηστος,2012-02-20,2012-04-11,λαικος ορθοδοξος συναγερμος,αττικης(υπολοιπο)
καλαφατης αθανασιου σταυρος,2003-01-07,2004-02-11,νεα δημοκρατια,α' θεσσαλονικης
καλαφατης αθανασιου σταυρος,2004-03-07,2007-08-18,νεα δημοκρατια,α' θεσσαλονικης
καλαφατης αθανασιου σταυρος,2007-09-16,2009-09-07,νεα δημοκρατια,α' θεσσαλονικης
καλαφατης αθανασιου σταυρος,2009-10-04,2012-04-11,νεα δημοκρατια,α' θεσσαλονικης
καλαφατης αθανασιου σταυρος,2012-05-06,2012-05-19,νεα δημοκρατια,α' θεσσαλονικης
καλαφατης αθανασιου σταυρος,2012-06-17,2014-12-31,νεα δημοκρατια,α' θεσσαλονικης
καλαφατης αθανασιου σταυρος,2015-01-25,2015-08-28,νεα δημοκρατια,α' θεσσαλονικης
καλαφατης αθανασιου σταυρος,2015-09-20,2019-06-11,νεα δημοκρατια,α' θεσσαλονικης
καλαφατης αθανασιου σταυρος,2019-07-07,2023-04-22,νεα δημοκρατια,α' θεσσαλονικης
καλαφατης αθανασιου σταυρος,2023-05-21,2023-05-29,νεα δημοκρατια,α' θεσσαλονικης
καλαφατης αθανασιου σταυρος,2023-06-25,2023-11-13,νεα δημοκρατια,α' θεσσαλονικης
καλαφατης παναγη αλεξανδρος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,κεφαλληνιας
καλαφατης παναγη αλεξανδρος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,κεφαλληνιας
καλλιανος δημητριου ιωαννης,2019-07-07,2023-04-22,νεα δημοκρατια,β3' νοτιου τομεα αθηνων
καλλιανος δημητριου ιωαννης,2023-05-21,2023-05-29,νεα δημοκρατια,β3' νοτιου τομεα αθηνων
καλλιανος δημητριου ιωαννης,2023-06-25,2023-11-13,νεα δημοκρατια,β3' νοτιου τομεα αθηνων
καλλιωρας δημητριου ηλιας,1999-01-21,2000-03-14,νεα δημοκρατια,φθιωτιδας
καλλιωρας δημητριου ηλιας,2000-04-09,2004-02-11,νεα δημοκρατια,φθιωτιδας
καλλιωρας δημητριου ηλιας,2004-03-07,2007-08-18,νεα δημοκρατια,φθιωτιδας
καλλιωρας δημητριου ηλιας,2007-09-16,2009-09-07,νεα δημοκρατια,φθιωτιδας
καλογερη κωνσταντινου αγνη,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,σαμου
καλογεροπουλος ιωαννη δημητριος,2023-05-21,2023-05-29,νεα δημοκρατια,β2' δυτικου τομεα αθηνων
καλογηρου δουκα χριστιανα,2004-03-07,2007-08-18,νεα δημοκρατια,λεσβου
αλεξοπουλου μιχαηλ χριστινα,2019-07-07,2023-04-22,νεα δημοκρατια,αχαιας
αλεξοπουλου μιχαηλ χριστινα,2023-05-21,2023-05-29,νεα δημοκρατια,αχαιας
αλεξοπουλου μιχαηλ χριστινα,2023-06-25,2023-11-13,νεα δημοκρατια,αχαιας
καλογιαννης ελευθεριου σταυρος,2000-04-09,2004-02-11,νεα δημοκρατια,ιωαννινων
καλογιαννης ελευθεριου σταυρος,2004-03-07,2007-08-18,νεα δημοκρατια,ιωαννινων
καλογιαννης ελευθεριου σταυρος,2007-09-16,2009-09-07,νεα δημοκρατια,ιωαννινων
καλογιαννης ελευθεριου σταυρος,2009-10-04,2012-04-11,νεα δημοκρατια,ιωαννινων
καλογιαννης ελευθεριου σταυρος,2012-05-06,2012-05-19,νεα δημοκρατια,ιωαννινων
καλογιαννης ελευθεριου σταυρος,2012-06-17,2014-12-31,νεα δημοκρατια,ιωαννινων
καλογιαννης ελευθεριου σταυρος,2019-07-07,2023-04-22,νεα δημοκρατια,ιωαννινων
καλογιαννης σταυρου ελευθεριος,1989-01-01,1989-06-02,νεα δημοκρατια,ιωαννινων
καλογιαννης σταυρου ελευθεριος,1989-11-05,1990-03-12,νεα δημοκρατια,ιωαννινων
καλογιαννης σταυρου ελευθεριος,1990-04-08,1993-09-11,νεα δημοκρατια,ιωαννινων
καλος βασιλειου γεωργιος,1989-06-18,1989-10-12,νεα δημοκρατια,α' πειραιως
καλος βασιλειου γεωργιος,1989-11-05,1990-03-12,νεα δημοκρατια,α' πειραιως
καλος βασιλειου γεωργιος,1990-04-08,1993-09-11,νεα δημοκρατια,α' πειραιως
καλος βασιλειου γεωργιος,1996-09-22,2000-03-14,νεα δημοκρατια,α' πειραιως
καλος βασιλειου γεωργιος,2000-04-09,2004-02-11,νεα δημοκρατια,α' πειραιως
καλος βασιλειου γεωργιος,2004-03-07,2007-08-18,νεα δημοκρατια,α' πειραιως
καλτεζιωτης κωνσταντινου νικολαος,1989-01-01,1989-06-02,νεα δημοκρατια,αρκαδιας
καματερος ιωαννη ηλιας,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,δωδεκανησου
καματερος ιωαννη ηλιας,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,δωδεκανησου
καμινης βασιλειου γεωργιος,2019-07-07,2023-04-22,κινημα αλλαγης,επικρατειας
καμμενος ηλια παναγιωτης (πανος),1993-10-10,1996-08-24,νεα δημοκρατια,β' αθηνων
καμμενος ηλια παναγιωτης (πανος),1996-09-22,2000-03-14,νεα δημοκρατια,β' αθηνων
καμμενος ηλια παναγιωτης (πανος),2000-04-09,2004-02-11,νεα δημοκρατια,β' αθηνων
καμμενος ηλια παναγιωτης (πανος),2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων
καμμενος ηλια παναγιωτης (πανος),2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων
καμμενος ηλια παναγιωτης (πανος),2012-04-03,2012-04-11,ανεξαρτητοι ελληνες - πανος καμμενος,β' αθηνων
καμμενος ηλια παναγιωτης (πανος),2011-11-16,2012-04-02,ανεξαρτητοι (εκτος κομματος),β' αθηνων
καμμενος ηλια παναγιωτης (πανος),2009-10-04,2011-11-15,νεα δημοκρατια,β' αθηνων
καμμενος ηλια παναγιωτης (πανος),2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,εβρου
καμμενος ηλια παναγιωτης (πανος),2012-06-17,2014-12-31,ανεξαρτητοι ελληνες - πανος καμμενος,β' αθηνων
καμμενος ηλια παναγιωτης (πανος),2015-01-25,2015-08-28,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,β' αθηνων
καμμενος ηλια παναγιωτης (πανος),2019-02-08,2019-06-11,ανεξαρτητοι (εκτος κομματος),β' αθηνων
καμμενος ηλια παναγιωτης (πανος),2015-09-20,2019-02-07,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,β' αθηνων
αβραμιδης νικολαου γαβριηλ,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,α' θεσσαλονικης
αβραμιδης νικολαου γαβριηλ,2012-06-17,2014-12-31,ανεξαρτητοι ελληνες - πανος καμμενος,α' θεσσαλονικης
αλευρας νικολαου ιωαννης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων
αλευρας νικολαου ιωαννης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,επικρατειας
αλευρας νικολαου ιωαννης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,επικρατειας
αλευρας νικολαου ιωαννης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,επικρατειας
αλευρας νικολαου ιωαννης,1993-10-10,1995-04-06,πανελληνιο σοσιαλιστικο κινημα,επικρατειας
καμμενος κωνσταντινου δημητριος,2015-01-25,2015-08-28,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,β' πειραιως
καμμενος κωνσταντινου δημητριος,2018-06-16,2019-06-11,ανεξαρτητοι (εκτος κομματος),β' πειραιως
καμμενος κωνσταντινου δημητριος,2015-09-20,2018-06-15,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,β' πειραιως
κανελλη χρηστου γαρυφαλλια (λιανα),2000-04-09,2004-02-11,κομμουνιστικο κομμα ελλαδας,α' αθηνων
κανελλη χρηστου γαρυφαλλια (λιανα),2004-03-07,2007-08-18,κομμουνιστικο κομμα ελλαδας,α' αθηνων
κανελλη χρηστου γαρυφαλλια (λιανα),2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,α' αθηνων
κανελλη χρηστου γαρυφαλλια (λιανα),2009-10-04,2012-04-11,κομμουνιστικο κομμα ελλαδας,α' αθηνων
κανελλη χρηστου γαρυφαλλια (λιανα),2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,α' αθηνων
κανελλη χρηστου γαρυφαλλια (λιανα),2012-06-17,2014-12-31,κομμουνιστικο κομμα ελλαδας,α' αθηνων
κανελλη χρηστου γαρυφαλλια (λιανα),2015-01-25,2015-08-28,κομμουνιστικο κομμα ελλαδας,α' αθηνων
κανελλη χρηστου γαρυφαλλια (λιανα),2015-09-20,2019-06-11,κομμουνιστικο κομμα ελλαδας,α' αθηνων
κανελλη χρηστου γαρυφαλλια (λιανα),2019-07-07,2023-04-22,κομμουνιστικο κομμα ελλαδας,α' αθηνων
κανελλη χρηστου γαρυφαλλια (λιανα),2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,α' αθηνων
κανελλη χρηστου γαρυφαλλια (λιανα),2023-06-25,2023-11-13,κομμουνιστικο κομμα ελλαδας,α' αθηνων
κανελλοπουλος αναστασιου λαμπρος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κανελλοπουλος αναστασιου λαμπρος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κανελλοπουλος αναστασιου λαμπρος,2003-05-06,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κανελλοπουλος πετρου αθανασιος,1989-01-01,1989-06-02,νεα δημοκρατια,ηλειας
κανελλοπουλος πετρου αθανασιος,1989-06-18,1989-10-12,νεα δημοκρατια,ηλειας
κανελλοπουλος πετρου αθανασιος,1989-11-05,1990-03-12,νεα δημοκρατια,επικρατειας
κανελλοπουλος πετρου αθανασιος,1990-04-08,1993-09-11,νεα δημοκρατια,επικρατειας
κανελλοπουλος πετρου αθανασιος,1993-10-10,1994-12-16,νεα δημοκρατια,επικρατειας
κανελλοπουλου αθανασιου κρινιω,1989-11-05,1990-03-12,νεα δημοκρατια,ηλειας
κανελλοπουλου αθανασιου κρινιω,1990-04-08,1993-09-11,νεα δημοκρατια,ηλειας
κανελλοπουλου αθανασιου κρινιω,2004-03-07,2007-08-18,νεα δημοκρατια,ηλειας
κανελλοπουλου αθανασιου κρινιω,2007-09-16,2009-09-07,νεα δημοκρατια,ηλειας
κανελλοπουλου ανδρεα μαρια,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,αχαιας
κανελλοπουλου ανδρεα μαρια,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,αχαιας
κανελλοπουλου ανδρεα μαρια,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,αχαιας
κανταρτζης κλεομενη αχιλλεας,1996-09-22,2000-03-14,κομμουνιστικο κομμα ελλαδας,τρικαλων
κανταρτζης κλεομενη αχιλλεας,2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,τρικαλων
κανταρτζης κλεομενη αχιλλεας,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,τρικαλων
κανταρτζης κλεομενη αχιλλεας,2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,τρικαλων
καντερες ευαγγελου νικολαος,2007-09-16,2009-09-07,νεα δημοκρατια,αττικης(υπολοιπο)
καντερες ευαγγελου νικολαος,2009-10-04,2012-04-11,νεα δημοκρατια,αττικης(υπολοιπο)
καπερναρος ηλια βασιλειος,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,β' αθηνων
καπερναρος ηλια βασιλειος,2014-06-18,2014-12-31,ανεξαρτητοι δημοκρατικοι βουλευτες,β' αθηνων
καπερναρος ηλια βασιλειος,2014-05-29,2014-06-17,ανεξαρτητοι (εκτος κομματος),β' αθηνων
καπερναρος ηλια βασιλειος,2012-06-17,2014-05-28,ανεξαρτητοι ελληνες - πανος καμμενος,β' αθηνων
αλευρας γεωργιου αθανασιος (νασος),1994-04-25,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων
αλευρας γεωργιου αθανασιος (νασος),1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων
αλευρας γεωργιου αθανασιος (νασος),2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων
αλευρας γεωργιου αθανασιος (νασος),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων
αλευρας γεωργιου αθανασιος (νασος),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων
αλευρας γεωργιου αθανασιος (νασος),2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων
καπετανος δημητριου χρηστος,2023-05-21,2023-05-29,νεα δημοκρατια,λαρισας
καπετανος δημητριου χρηστος,2023-06-25,2023-11-13,νεα δημοκρατια,λαρισας
καππατος σπυριδωνος-διονυσιου παναγης,2019-07-07,2023-04-22,νεα δημοκρατια,κεφαλληνιας
καππατος σπυριδωνος-διονυσιου παναγης,2023-05-21,2023-05-29,νεα δημοκρατια,κεφαλληνιας
καππατος σπυριδωνος-διονυσιου παναγης,2023-06-25,2023-11-13,νεα δημοκρατια,κεφαλληνιας
καππος βασιλειου κωνσταντινος,1989-01-01,1989-06-02,κομμουνιστικο κομμα ελλαδας,β' αθηνων
καππος βασιλειου κωνσταντινος,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων
καρα-γιουσουφ μεμετ αιχαν,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,ροδοπης
καρα-γιουσουφ μεμετ αιχαν,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,ροδοπης
καρα-γιουσουφ μεμετ αιχαν,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ροδοπης
καρα-γιουσουφ μεμετ αιχαν,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ροδοπης
καρα τριανταφυλλου μαρια,2002-12-31,2004-02-11,νεα δημοκρατια,α' αθηνων
